amount_tweeted,created_at,language,location,primary_geo,screen_name,text_tweet,timestamp,ts,user_id,borough
13.0,Mon Apr 16 18:29:56 +0000 2018,en,Hilton Towers Maida Vale,"Paddington, London, United Kingdom",BritLizHilton,@tracy_tad @mikeparry8 @talkSPORT Is that like Cystitus,1523903396784,,1350845497.0,Westminster
1.0,Mon Apr 16 18:29:58 +0000 2018,en,"London, UK | Salzburg, AUT","51.50711486, -0.12731805",maddyrose_music,"8 DAYS until the release of my Single ""The Unknown"" #maddyrose #theunknown #love #soul #pop https://t.co/BFHdIxtXva",1523903398621,,7.042922507637965e+17,Westminster
1.0,Mon Apr 16 18:29:59 +0000 2018,en,London,"Camberwell, London, United Kingdom",franfierce_,"I hate national rail trains, theyre just so unrealisable.",1523903399189,,231765328.0,Southwark
1.0,Mon Apr 16 18:30:02 +0000 2018,en,,"Camden Town, London, United Kingdom",jeremyrh,@c4news Seely and Soubry - balanced coverage?,1523903402255,,6321652.0,Camden
1.0,Mon Apr 16 18:30:01 +0000 2018,en,North London,"Enfield, London, United Kingdom",Jamiah_Lawrence,Its showtime ????#mandown @AdrienBroner https://t.co/XKPs2U8itW,1523903401749,,2356335198.0,Enfield
1.0,Mon Apr 16 18:30:06 +0000 2018,en,,"Stratford, London, United Kingdom",mmoyer3x,Our first match at Olympic Stadium!!!!! #coyi @westhamutd #americansinlondon https://t.co/DGlLHFZpHT,1523903406036,,301603667.0,Newham
5.0,Mon Apr 16 18:30:08 +0000 2018,en,london,"Poplar, London, United Kingdom",signaletter,"Todays music selection went from Headie One to Black Coffee, my mood is very uncertain ???????",1523903408989,,400331318.0,Tower Hamlets
1.0,Mon Apr 16 18:30:13 +0000 2018,en,"London, England","Merton, London, United Kingdom",TheGaffaSM,All Eyez On Me https://t.co/QmA9DDPyBf,1523903413932,,386133179.0,Merton
3.0,Mon Apr 16 18:30:17 +0000 2018,en,"London, England","Poplar, London, United Kingdom",JackCully,@JJShreeve @confidencemanTM @lukewilson_95 your fave band,1523903417623,,65926177.0,Tower Hamlets
1.0,Mon Apr 16 18:30:19 +0000 2018,en,,"City of London, London, United Kingdom",Tsiarli,"Building on the images from this evening, does it matter which self is ""real""? Can they all be real? #BeingHuman",1523903419584,,7.992338899737027e+17,City of London
1.0,Mon Apr 16 18:30:21 +0000 2018,en,"London, England","Islington, London, United Kingdom",colinforde,"@ADAllesio It's not mine @ADAllesio it's the clients. 
I don't own a mower ?..... how's @HadleyWoodGC treating you. https://t.co/wSJlc4M9VO",1523903421491,,224815800.0,Islington
3.0,Mon Apr 16 18:30:21 +0000 2018,en,"iPhone: 0.000000,0.000000","Lambeth, London, United Kingdom",suziedoore,@margeincharge Bigger than... what?,1523903421957,,19487152.0,Lambeth
1.0,Mon Apr 16 18:30:23 +0000 2018,en,London,"51.52611389, -0.08127946",elburgessx,"Grandmas and cats, what a cliché ? @ London Cat village https://t.co/VvEuZQvmqz",1523903423029,,342889864.0,Hackney
1.0,Mon Apr 16 18:30:25 +0000 2018,en,"Slough, Berkshire, UK","51.53288162, -0.4728925",Asda_P,Obligatory disso hand in photo. Wheres your disso Brunel? @ Brunel https://t.co/SM5ZmPIdl1,1523903425956,,220398240.0,Hillingdon
5.0,Mon Apr 16 18:30:26 +0000 2018,en,England,"Bexley, London, United Kingdom",PaulK1966,For you @theresa_may https://t.co/EHFuxuXqs1,1523903426301,,20676797.0,Bexley
38.0,Mon Apr 16 18:30:27 +0000 2018,en,"Walthamstow, London","Walthamstow, London, United Kingdom",Happimess73,"@Flaminhaystack Is it porn?
Surely not?
Must be the dating sites promising arm candy.",1523903427780,,2509666956.0,Waltham Forest
4.0,Mon Apr 16 18:30:29 +0000 2018,ar,"London, England","Kensington, London, United Kingdom",Qatar1i,???? ????? ???? https://t.co/R67ujtORb4,1523903429428,,4412748435.0,Kensington and Chelsea
3.0,Mon Apr 16 18:30:32 +0000 2018,en,"London, England","Camden Town, London, United Kingdom",_andygeorge,"Erm, John, Im not a labour MP, Im conservative #channel4news",1523903432956,,228484229.0,Camden
5.0,Mon Apr 16 18:30:33 +0000 2018,en,"London, England","Islington, London, United Kingdom",KristinHausler,@fads007 @nightynouse The judgment? Read it when it came out. My point is NOT abt treatment being futile but about https://t.co/IstsZMnCh5,1523903433227,,3050573184.0,Islington
1.0,Mon Apr 16 18:30:38 +0000 2018,und,,"Bexley, London, United Kingdom",HanRuley,??? https://t.co/40DOpWUzUh,1523903438363,,281561406.0,Bexley
1.0,Mon Apr 16 18:30:41 +0000 2018,en,,"Lambeth, London, United Kingdom",HannonNoel,Please cross the floor @jessphillips you are obviously in the wrong party. https://t.co/6CMKP5ihNE,1523903441186,,3395302318.0,Lambeth
1.0,Mon Apr 16 18:30:43 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",iam_dansadau,@Ummie__Mukhtar @pheewphewn_ ???? what did i do wrong,1523903443020,,705116227.0,Southwark
1.0,Mon Apr 16 18:30:44 +0000 2018,en,"LONDON, England","Kensington, London, United Kingdom",AnnieFoulds,Have you checked out @sweatybetty latest blog yet https://t.co/yE4kCCMOQV,1523903444159,,180465068.0,Kensington and Chelsea
3.0,Mon Apr 16 18:30:46 +0000 2018,en,London,"Lambeth, London, United Kingdom",youngbrixton,"#c4news not solving the problem, Tory MP says, so why?",1523903446562,,61223380.0,Lambeth
1.0,Mon Apr 16 18:30:57 +0000 2018,en,,"Bexley, London, United Kingdom",AndyGixxer46,@leemarkjudges Wankers tell them to fuck off,1523903457911,,349784204.0,Bexley
1.0,Mon Apr 16 18:31:01 +0000 2018,en,London,"Camberwell, London, United Kingdom",Valerie27142717,I want social media to be safer for children. Sheriff @MattHancock will you take action to end the #WildWestWeb and https://t.co/ixWlfRlcui,1523903461196,,1740526692.0,Southwark
1.0,Mon Apr 16 18:31:05 +0000 2018,en,"London, England","51.50814815, -0.12741566",robwillb,"Such a beautiful day, I walked all over central London. No idea who the guy photobombing behind https://t.co/0x3AKJGapM",1523903465862,,14170609.0,Westminster
3.0,Mon Apr 16 18:31:07 +0000 2018,und,Peckham,"Poplar, London, United Kingdom",furcoat,@lifeonmarvin @blink155pod ??????,1523903467584,,18449097.0,Tower Hamlets
1.0,Mon Apr 16 18:31:13 +0000 2018,en,Greater London & South East,"Bexley, London, United Kingdom",RonniBanks,@walloyd @LondonMarathon @macscharity Thats @walloyd for your support ! Top man ???????,1523903473305,,226587178.0,Bexley
1.0,Mon Apr 16 18:31:13 +0000 2018,en,,"Paddington, London, United Kingdom",rdhearing,@timntweet @BBCWorldBiz @bbcworldservice @madversity @alexisgoldstein Ah the fickleness of schedulers...,1523903473787,,23807763.0,Westminster
1.0,Mon Apr 16 18:31:16 +0000 2018,en,"Cambridge, United Kingdom.","Stratford, London, United Kingdom",MartinClapson,Yesterday in #Casablanca today #WestHam Come on you Irons Looking forward to the game #WHUSTK #COYI https://t.co/khITOIJ1NI,1523903476947,,468866038.0,Newham
1.0,Mon Apr 16 18:31:18 +0000 2018,en,,"Stratford, London, United Kingdom",legend200578,@WestHamUtd Mark noble #tweetthatgoal,1523903478436,,19272617.0,Newham
2.0,Mon Apr 16 18:31:26 +0000 2018,es,"London, England","Tottenham, London, United Kingdom",grraveyardboy,"no sé si subir el póster de Lana a twitter, instagram etc...",1523903486549,,1329427574.0,Haringey
4.0,Mon Apr 16 18:31:28 +0000 2018,en,Wolverhampton,"Islington, London, United Kingdom",Official_Smithy,10 points short of being able to get a Sunderland ticket..... ? looking for a spare... RTs welcome ??,1523903488901,,73941031.0,Islington
1.0,Mon Apr 16 18:31:33 +0000 2018,en,"51.993613,-0.73561","51.48017586, -0.11032573",mista_skee,"Training (at @PureGym London Oval in Oval, Greater London) https://t.co/FyzjIBHkLs",1523903493870,,11877232.0,Lambeth
1.0,Mon Apr 16 18:31:35 +0000 2018,en,NW London,"Harrow, London, United Kingdom",DavidAHoward,@Politikking And we're as Caribbean as they are. ??,1523903495596,,128633483.0,Harrow
2.0,Mon Apr 16 18:31:34 +0000 2018,en,"London, England","Adelphi Theatre, United Kingdom",AlexJNair,Just had to see @SimonAnthonyR in @KinkyBootsUK again! #youbetterwork #gurl https://t.co/lwbX87i2L8,1523903494921,,574805274.0,Westminster
2.0,Mon Apr 16 18:31:39 +0000 2018,en,"London, England","Kensington, London, United Kingdom",blondeandposh,I went to a place full of pink flowers and I felt at home. https://t.co/usMozr1zp3,1523903499588,,257001771.0,Kensington and Chelsea
2.0,Mon Apr 16 18:31:44 +0000 2018,en,Peckham Rye,"Camberwell, London, United Kingdom",Victoria_Mills,It's postal vote 'knock and drop'! Always a favourite #Labourdoorstep activity! ????? https://t.co/JiuiY0KyAr,1523903504462,,42867929.0,Southwark
1.0,Mon Apr 16 18:31:46 +0000 2018,en,London Luton,"51.50711486, -0.12731805",Dekar_Ki_ALC,"R.I.P Tommy ??????? @ London, United Kingdom https://t.co/DcuiBpLXqV",1523903506120,,74129171.0,Westminster
1.0,Mon Apr 16 18:31:46 +0000 2018,en,E8,"Hackney, London, United Kingdom",LucyJBeer,I miss being a baby.,1523903506943,,211259600.0,Hackney
1.0,Mon Apr 16 18:31:48 +0000 2018,en,"London, England","City of London, London, United Kingdom",EleriBJones,@AnnabelSpinks @rosemcgowan @CharlizeAfrica @Lupita_Nyongo @JessieJ Really suits you lovely! Hope you're well! X,1523903508345,,1863550196.0,City of London
7.0,Mon Apr 16 18:31:50 +0000 2018,und,"London, England","Islington, London, United Kingdom",adamkanzen,@joangrande .@ArianaGrande  https://t.co/utjPP5iEtU,1523903510260,,20585022.0,Islington
1.0,Mon Apr 16 18:31:56 +0000 2018,ko,"london, uk","Islington, London, United Kingdom",limjees,"???? ????. ?? ?? ???? ???
?? ??? ??? ?? ?????
...????
@.@",1523903516455,,188244198.0,Islington
1.0,Mon Apr 16 18:31:56 +0000 2018,en,"Sydenham, London","51.50711486, -0.12731805",BillingsLondon,"The slow cooked ribs came out alright then! #delicious @ London, United Kingdom https://t.co/l4G9cqaC6r",1523903516652,,717813810.0,Westminster
1.0,Mon Apr 16 18:31:57 +0000 2018,en,"London, England","City of London, London, United Kingdom",mrdaj,@jd_kane All the best,1523903517509,,250354577.0,City of London
2.0,Mon Apr 16 18:32:00 +0000 2018,en,London,"Hillingdon, London, United Kingdom",SamRSparrow,@CoralDeVille WHAT IN THE EFF WOULD YOU EFFING CORSET FOR THE LOVE OF MICHAEL?! ?,1523903520596,,81291192.0,Hillingdon
1.0,Mon Apr 16 18:32:02 +0000 2018,en,"ÜT: 51.502153,-0.077249","City of London, London, United Kingdom",CHA_Tech_Leader,As ever @indiaknight gets it spot on this week in the @TheSTMagazine Of course it was my idea?.  I too wish we would evolve faster......,1523903522308,,71649482.0,City of London
1.0,Mon Apr 16 18:32:04 +0000 2018,en,,"Poplar, London, United Kingdom",rwidget,@straightNpiano are you going to be open this Sunday for the #LondonMarathon? #MarathonSunday,1523903524124,,21109462.0,Tower Hamlets
1.0,Mon Apr 16 18:32:12 +0000 2018,en,,"51.50711486, -0.12731805",Felipe38Reyes,Dancing ? finally some clear sky??#aerialstraps #mondaymotivation #aerialpole #aerialyoga https://t.co/rPKGn4xZPS,1523903532667,,3141415881.0,Westminster
4.0,Mon Apr 16 18:32:15 +0000 2018,en,,"Barnet, London, United Kingdom",francescrook,@HMP_Liverpool United Nations inspectors? The U.N. doesnt send inspectors to UK prisons. Who on earth have you let in!,1523903535774,,203128038.0,Barnet
1.0,Mon Apr 16 18:32:24 +0000 2018,en,London,"Harrow, London, United Kingdom",surprisetruck,"@jamesyorkston Tae Sup Wi A Scouser. 
Peace and Love.",1523903544288,,55206944.0,Harrow
1.0,Mon Apr 16 18:32:26 +0000 2018,en,London,"51.50711486, -0.12731805",giusitomasello,Loving this shirt with my print in store now ?#springsummer2018  #inshopnow #fashionprints https://t.co/iWkZ5IzzqA,1523903546001,,512655265.0,Westminster
4.0,Mon Apr 16 18:32:35 +0000 2018,en,WIMBLEDON,"City of London, London, United Kingdom",brewbich,Oh @Anna_Soubry your feigned indignation &amp; swerving the topic onto @jeremycorbyn  is as predictable as rain on a ba https://t.co/kneD9STXlT,1523903555930,,595864901.0,City of London
1.0,Mon Apr 16 18:32:36 +0000 2018,en,"London, England","Lambeth, London, United Kingdom",kelly_hewitt1,Feeling very positive after such a productive day ????,1523903556942,,3906414494.0,Lambeth
2.0,Mon Apr 16 18:32:41 +0000 2018,en,"London, UK","Richmond, London, United Kingdom",WhittockTweets,If you lie down with dogs you get fleas. YES. https://t.co/UIwBqKYUTn,1523903561572,,1218367633.0,Richmond upon Thames
1.0,Mon Apr 16 18:32:42 +0000 2018,en,"Bromley, London","Stratford, London, United Kingdom",RoryMarcham,Hope the decision to see West Ham rather than Porches at Village Underground pays off,1523903562113,,428331722.0,Newham
1.0,Mon Apr 16 18:32:42 +0000 2018,en,"Champaign, IL","Islington, London, United Kingdom",kat_boho,"If theres anything Ive learned from looking for a summer sublet in Chicago, its that I REALLY dont know much Chicago.",1523903562121,,458612950.0,Islington
4.0,Mon Apr 16 18:33:05 +0000 2018,en,"Aberdeen, Scotland","51.50100666, -0.17739095",HannahJayneDal,Just posted a photo @ Royal Albert Hall https://t.co/1w9kmUeOZ1,1523903585177,,144557767.0,Westminster
1.0,Mon Apr 16 18:33:10 +0000 2018,en,London,"Hackney, London, United Kingdom",allywolf,Chasing Rainbows by @shedseven is an absolute belter of a tune.,1523903590843,,11566892.0,Hackney
2.0,Mon Apr 16 18:33:14 +0000 2018,und,Tehran. Iran,"51.5053905, -0.0885911",Farjam_J,#FarjamNotes#DrFarjamJafarpour#FarjamPsyCenter#Psychiatry#Psychology https://t.co/7iN5WhJDHw,1523903594819,,387816184.0,Southwark
1.0,Mon Apr 16 18:33:15 +0000 2018,en,"home, eventually","51.4986, -0.0757",curiorambles,Nearly there lads!!! #longboard @ Bermondsey https://t.co/sOauDqEU6f,1523903595229,,30892416.0,Southwark
1.0,Mon Apr 16 18:33:14 +0000 2018,en,London,"Ilford, London, United Kingdom",sohailkhan1973,"Islam a name of Peace.
All Muslim must watch this!! https://t.co/7VqEX4HtjM",1523903594786,,1014277290.0,Redbridge
1.0,Mon Apr 16 18:33:16 +0000 2018,en,London,"Stratford, London, United Kingdom",stfctaff,@WestHamUtd Its dark your side of the ground.... https://t.co/2kKAWA48OW,1523903596388,,140126366.0,Newham
1.0,Mon Apr 16 18:33:18 +0000 2018,en,imdb.me/ChristieAaria,"Wandsworth, London, United Kingdom",ChristieAaria,That wedding life ??? #Benylinuk #commercial #bts https://t.co/AQQdCYaJZE,1523903598889,,289002313.0,Wandsworth
1.0,Mon Apr 16 18:33:24 +0000 2018,en,,"51.50727395, -0.11467975",Paultheagle,That scottish play at the Olivier... @ National Theatre https://t.co/wTg7gJCNfb,1523903604756,,2755833905.0,Lambeth
1.0,Mon Apr 16 18:33:24 +0000 2018,en,Johannesburg,"51.5012279, -0.02341032",CraigOlivier,Sunset @ Novotel London Canary Wharf https://t.co/Z9Z1pMzDyF,1523903604903,,21650885.0,Tower Hamlets
1.0,Mon Apr 16 18:33:25 +0000 2018,en,"London, UK","51.5234637, -0.108126",gurdain,"Performing at Betsey Trotwood in Farringdon, Central London 9pm with manishpingle !! Come https://t.co/lEJTYfxB04",1523903605903,,46507796.0,Islington
1.0,Mon Apr 16 18:33:30 +0000 2018,und,"London, England","Kensington, London, United Kingdom",genntinho1,https://t.co/rTrAlH9Zuc,1523903610427,,8.894905736814592e+17,Kensington and Chelsea
1.0,Mon Apr 16 18:33:35 +0000 2018,en,,"Romford, London, United Kingdom",sophquinn__,@laceywalker__ What is that ???????,1523903615079,,2190505995.0,Havering
3.0,Mon Apr 16 18:33:35 +0000 2018,en,North London,"51.6140454, -0.1806387",GoCruiseandMore,Fred. Olsen's Summer Sale 2018  https://t.co/FFUTeOajHI,1523903615482,,4642866220.0,Barnet
3.0,Mon Apr 16 18:33:44 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",mehershiblee,Shoutout to @RealGreekTweet for keep me alive with your food! Been ordering for them for the past few days as this https://t.co/JnXLGWgxpR,1523903624203,,737962231.0,Southwark
2.0,Mon Apr 16 18:33:48 +0000 2018,en,"London, England","Tottenham, London, United Kingdom",teacherhead,@mr_nixmith @ZwaagstraM Thats not how it works. Memorised and forgotten is a contradiction but mainly there is n https://t.co/nL2fL3Wi1Z,1523903628322,,317405206.0,Haringey
1.0,Mon Apr 16 18:33:49 +0000 2018,en,"Shropshire, UK via USA","Walthamstow, London, United Kingdom",MarDixon,I should have wrote about #MuseumMarathon today. Instead Im happy I managed to brush my teeth. https://t.co/puT1u086y4,1523903629988,,19646605.0,Waltham Forest
1.0,Mon Apr 16 18:33:50 +0000 2018,en,London,"Camden Town, London, United Kingdom",Mandyblumenthal,@HackneyAbbott @BBCr4today What is shows by tweeting a this photo is that reality is not your strong point. You hav https://t.co/mQOiOKgGr4,1523903630222,,51020195.0,Camden
1.0,Mon Apr 16 18:33:50 +0000 2018,en,"Bethnal Green, London","Poplar, London, United Kingdom",ianeastlondon,@singingbathmatt Youre very angry and rude today.,1523903630335,,52753472.0,Tower Hamlets
1.0,Mon Apr 16 18:33:56 +0000 2018,en,London ,"Paddington, London, United Kingdom",karinnanobbs,Hi @boltthreads Mylo? ??  this is exciting..... #fashmash https://t.co/vSOulGDEyW,1523903636018,,69385840.0,Westminster
1.0,Mon Apr 16 18:33:56 +0000 2018,en,"Cheam, Sutton Surrey","Sutton, London, United Kingdom",hicksy15,@paulmangan1965 @ChelseaFC Hopefully see u there Paul remind me of the date,1523903636434,,279727767.0,Sutton
1.0,Mon Apr 16 18:34:00 +0000 2018,en,,"Brent, London, United Kingdom",RamaiyaDev,@VARSZN @AnfieldExpress And Van dijk was injured for the first 6 months of the season ?,1523903640240,,9.205676847308923e+17,Brent
1.0,Mon Apr 16 18:34:06 +0000 2018,en,"Bexleyheath, Kent","51.4575577, 0.1363486",rogue_menswear,Working till late ! Private shopping evening for One of regulars shepicked up nice combo ! https://t.co/7YcoObwmep,1523903646138,,582685426.0,Bexley
1.0,Mon Apr 16 18:34:10 +0000 2018,en,london,"51.526, -0.078",JossyCare,"Some Improvisation Today.

Little Man  Said This Reminds Him Of The City Of London ???? #

He https://t.co/hOfJ0zE4Z7",1523903650368,,2447833867.0,Hackney
1.0,Mon Apr 16 18:34:13 +0000 2018,und,"Chigwell, Essex","Hillingdon, London, United Kingdom",AliBPt1,@_Jess_Carter @suufiii135 ?,1523903653893,,7.011435583765791e+17,Hillingdon
1.0,Mon Apr 16 18:34:17 +0000 2018,en,,"Bexley, London, United Kingdom",Kbabes2,Funny how things can turn around in 24 hours! ?,1523903657612,,20385891.0,Bexley
